nombre_unidad,razon_social,scian_codigo,scian_descripcion,estrato_personal,municipio,estado,colonia,telefono,www,source_url,source_date,exclusion_anexo_a
SIGMA ALIMENTOS LACTEOS,SIGMA ALIMENTOS LACTEOS,311513,Elaboración de derivados y fermentos lácteos,251 y más personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SONATA CALCETIN,SONATA CALCETIN,315121,Fabricación de calcetines y medias de tejido de punto,101 a 250 personas,Huanímaro,Guanajuato,EL LIBRAMIENTO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SONATA CALCETIN,SONATA CALCETIN,315121,Fabricación de calcetines y medias de tejido de punto,251 y más personas,Irapuato,Guanajuato,EL ZAPOTE,,WWW.SONATACALCETIN.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
STRAW WEAVERS,STRAW WEAVERS,313111,Preparación e hilado de fibras duras naturales,101 a 250 personas,Celaya,Guanajuato,EL SAUZ DE VILLASEÑOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
STRONGER SHOES,STRONGER SHOES,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,SAN MIGUEL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
STYLE MANUFATURERS,DOG STYLE,316991,"Fabricación de bolsos de mano, maletas y similares",251 y más personas,León,Guanajuato,EL POTRERO DE LA CAJA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SUCROLIQ,SUCROLIQ,311999,Elaboración de otros alimentos,251 y más personas,Irapuato,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SUELAS PREACABADAS PREMES,PREMES,316999,"Fabricación de otros productos de cuero, piel y materiales sucedáneos",101 a 250 personas,León,Guanajuato,CIUDAD SATÉLITE,,WWW.SUELASPREACABADAS.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SUELAS WYNY,SUELAS WYNY,316110,Curtido y acabado de cuero y piel,251 y más personas,Purísima del Rincón,Guanajuato,PUERTA DEL CERRO,,WWW.WYNY.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SUSAZON,SUSAZON,311612,"Corte y empacado de carne de ganado, aves y otros animales comestibles",101 a 250 personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TAEKNOCUERO,PIELES Y DERIVADOS INTERNACIONALES,316110,Curtido y acabado de cuero y piel,101 a 250 personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,WWW.TEKNOCUERO.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TAYLOR FARMS DE MÉXICO S DE RL DE CV,TAYLOR FARMS DE MEXICO,311993,Elaboración de alimentos frescos para consumo inmediato,251 y más personas,Doctor Mora,Guanajuato,FLORENCIA,4191090500,WWW.TAYLORFARMS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TENERIA PANAMERICANA DEL BAJIO,TENERIA PANAMERICANA DEL BAJIO,316110,Curtido y acabado de cuero y piel,101 a 250 personas,León,Guanajuato,PRO. PONIENTE HACIENDA ECHEVESTE,,WWW.TPANAMERICANA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TENERIA PANAMERICANA DEL BAJIO,TENERIA PANAMERICANA DEL BAJIO,316110,Curtido y acabado de cuero y piel,101 a 250 personas,León,Guanajuato,PRO. PONIENTE HACIENDA ECHEVESTE,,WWW.TPANAMERICANA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TENIS CON IMAGINACION,TENIS CON IMAGINACION,316213,Fabricación de calzado de plástico,101 a 250 personas,León,Guanajuato,SANTA MARÍA DEL GRANJENO,,WWW.IMAGINATENIS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TENIS COURT,MANUFACTURA COMPETITIVA DE CALZADO,316212,Fabricación de calzado con corte de tela,251 y más personas,León,Guanajuato,PRO. FRACCIONES DE CAÑADA DE ALFARO,4772284513,WWW.COURT.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TENIS KILLER S,MANUFACTURERA DE CALZADO MORLI,316213,Fabricación de calzado de plástico,101 a 250 personas,San Francisco del Rincón,Guanajuato,LOS REMEDIOS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TENIS PONTIAC,GRUPO DAYGO,316212,Fabricación de calzado con corte de tela,101 a 250 personas,San Francisco del Rincón,Guanajuato,EL LLANO,,WWW.TENISPONTIAC.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TEQUILERA CORRALEJO,TEQUILERA CORRALEJO,312144,Elaboración de tequila,101 a 250 personas,Pénjamo,Guanajuato,ESTACION CORRALEJO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TEXTILES LEON KAPPA,TEXTILES LEON,313220,Fabricación de telas angostas de tejido de trama y pasamanería,101 a 250 personas,León,Guanajuato,INDUSTRIAL DELTA,,WWW.TEXTILESLEON.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TINTO SHOES,TINTO SHOES,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,INDUSTRIAL BRISAS DEL CAMPO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TOSTIRICAS,TOSTIRICAS NIETO,311910,Elaboración de botanas,251 y más personas,San José Iturbide,Guanajuato,OPCION LOS NOGALES,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TRIPLES,ALMACEN DE CALZADO DUMAGU,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,PRESIDENTES DE MÉXICO,,WWW.TRIPLES.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
UNIFOODS,UNIFOODS,311513,Elaboración de derivados y fermentos lácteos,251 y más personas,Cortazar,Guanajuato,LA FORTALEZA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
UNION GANADERA REGIONAL DE PORCICULTORES DE GUANAJUATO,UNION GANADERA REGIONAL DE PORCICULTORES DE GUANAJUATO,311110,Elaboración de alimentos para animales,101 a 250 personas,Irapuato,Guanajuato,INDUSTRIAL,4621530191,WWW.UGRP.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
VALONIA SPORT,VALONIA SPORT,316212,Fabricación de calzado con corte de tela,251 y más personas,Purísima del Rincón,Guanajuato,LOMAS DE GUANAJUATITO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
VAQUERAS,VAQUERAS,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,WWW.VAQUERAS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
VERDE TABACO,GRUPO RIMAR,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,San Francisco del Rincón,Guanajuato,LA ESTACION,4761068650,WWW.VERDETABACO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
VICENZA,SHY,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,INDUSTRIAL SAN CRISPIN,,WWW.VICENZA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
WOLLSDORF MEXICO,WOLLSDORF MEXICO,316110,Curtido y acabado de cuero y piel,251 y más personas,León,Guanajuato,PARQUE INDUSTRIAL ECOLÓGICO DE LEÓN,4771250987,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
XTRA CONGELADOS NATURALES,XTRA CONGELADOS NATURALES,311411,Congelación de frutas y verduras,251 y más personas,Santa Cruz de Juventino Rosas,Guanajuato,NUEVA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
XTRA CONGELADOS NATURALES,XTRA CONGELADOS NATURALES,311411,Congelación de frutas y verduras,251 y más personas,San Francisco del Rincón,Guanajuato,SAN CRISTOBAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
YOUNG GUNS,YOUNG GUNS,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ZAPATEROS,ZAPATEROS,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,PROVIDENCIA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ZAPATO CON H,ZAPATO CON H,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,CLUB LOYOLA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ADE MIL,ADHESIVOS DEL BAJIO,327999,Fabricación de otros productos a base de minerales no metálicos,101 a 250 personas,León,Guanajuato,CIUDAD INDUSTRIAL,,ADEMIL.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ALIGERADOS PADDA,ALIGERADOS PADDA,326290,Fabricación de otros productos de hule,251 y más personas,León,Guanajuato,SAN JOSÉ EL ALTO,4771609004,WWW.PADDA.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ALPLA MX APASEO EL GRANDE MARISCALA,ALPLA MEXICO,326160,Fabricación de botellas de plástico,251 y más personas,Apaseo el Grande,Guanajuato,CALERAS DE AMEXHE,,WWW.ALPLA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ALPLA MX SAN JOSE ITURBE (EL BAJIO),ALPLA MEXICO,326160,Fabricación de botellas de plástico,251 y más personas,San José Iturbide,Guanajuato,LA CINTA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ALTOPRO,ALTOPRO,326192,Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,Irapuato,Guanajuato,CASTRO DEL RIO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ALTOPRO,ALTOPRO,326110,Fabricación de bolsas y películas de plástico flexible,251 y más personas,Irapuato,Guanajuato,CASTRO DEL RIO,,WWW.ALTOPRO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
AMERICAN INDUSTRIES DEL CENTRO PLANTA GROUND EFFECTS,AMERICAN INDUSTRIES DEL CENTRO,326192,Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ANCHOR BAY PACKAGING DE MEXICO,ANCHOR BAY PACKAGING DE MEXICO,322210,Fabricación de envases de cartón,251 y más personas,León,Guanajuato,LOS LÓPEZ,8120369464,WWW.ANCHORBAYPACKAGING.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
APG MEXICO AUTOMOTIVE PLASTICS GROUP MEXICO,APG MEXICO AUTOMOTIVE PLASTICS GROUP MEXICO PLANTA APG MEXICO,326192,Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,San José Iturbide,Guanajuato,PARQUE OPCION LOS NOGALES,,WWW.APGMEXICO.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BEIERSDORF MANUFACTURING MEXICO,BEIERSDORF MANUFACTURING MEXICO,325620,"Fabricación de cosméticos, perfumes y otras preparaciones de tocador",251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,WWW.BEIERSDORF.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BENOL CONCRETOS,BENOL CONCRETOS,327320,Fabricación de concreto,101 a 250 personas,León,Guanajuato,SAN PEDRO DEL MONTE,,WWW.BENOL.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BEST GRAPHICS,BEST GRAPHICS,322210,Fabricación de envases de cartón,101 a 250 personas,Purísima del Rincón,Guanajuato,CENTRO,,WWW.BESTGRAPHICS.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BETA PROCESOS,BETA PROCESOS,325610,"Fabricación de jabones, limpiadores y dentífricos",251 y más personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BI QEM,BI QEM,325211,Fabricación de resinas sintéticas,101 a 250 personas,Villagrán,Guanajuato,EL CUARTEL,,WWW.BI-QEM.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BIO PAPPEL,BIO PAPPEL,322210,Fabricación de envases de cartón,251 y más personas,Silao de la Victoria,Guanajuato,PARQUE INDUSTRIAL SANTA FE,,WWW.BIOPAPPEL.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BIO PAPPEL,BIO PAPPEL,322121,Fabricación de papel en plantas integradas,101 a 250 personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BODEGA LEÓN,CEMENTOS MOCTEZUMA,327310,Fabricación de cemento y productos a base de cemento en plantas integradas,101 a 250 personas,León,Guanajuato,PARQUE INDUSTRIAL ECOLOGICO,,WWW.MOCTEZUMA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BODEGAS WEBASTO,CONOCER,326192,Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,Irapuato,Guanajuato,CASTRO DEL RIO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BOS AUTOMOTIVE PRODUCTS GUANAJUATO,BOS AUTOMOTIVE PRODUCTS IRAPUATO,326192,Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,Guanajuato,Guanajuato,SAN JOSE DE LLANOS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
BOS AUTOMOTIVE PRODUCTS IRAPUATO,BOS AUTOMOTIVE PRODUCTS IRAPUATO,326192,Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,Irapuato,Guanajuato,PARQUE TECNO INDUSTRIAL CASTRO DEL RIO,4291205278,WWW.BOS.DE,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CAJAS E IMPRESIONES COMETA,CAJAS E IMPRESIONES COMETA,322210,Fabricación de envases de cartón,101 a 250 personas,León,Guanajuato,PRO. FRACCIONES DE SAN CARLOS,,WWW.ICOMETA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CARCOUSTICS,CARCOUSTICS INDUSTRIAL DE MEXICO,326192,Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,San Miguel de Allende,Guanajuato,POLIGONO EMPRESARIAL SAN MIGUEL,,WWW.CARCOUSTICS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CARTO EMPAQUES DEL CENTRO,CARTO EMPAQUES DEL CENTRO,322210,Fabricación de envases de cartón,101 a 250 personas,Yuriria,Guanajuato,PROVISTE,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CARTONES MICROCORRUGADOS,CARTONES MICROCORRUGADOS,322132,Fabricación de cartón y cartoncillo a partir de pulpa,251 y más personas,León,Guanajuato,CIUDAD INDUSTRIAL,,WWW.CARTOMICRO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CERAMICA ANTIQUE,CERAMICA ANTIQUE,327123,Fabricación de productos refractarios,101 a 250 personas,Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,REFUGIO DE MONTELONGO,,WWW.CERAMICAANTIQUE.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CIKAUTXO MEXICO,CIKAUTXO DE MEXICO,326290,Fabricación de otros productos de hule,251 y más personas,León,Guanajuato,PARQUE INDUSTRIAL COLINAS DE LEÓN,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CLASS LABELS,CLASS LABELS,323119,Impresión de formas continuas y otros impresos,101 a 250 personas,León,Guanajuato,GUADALUPE,,WWW.CLASS-LABELS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
COMPAÑIA PLASTICA INTERNACIONAL,COMPAÑIA PLASTICA INTERNACIONAL,326192,Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CORCEL,CORCEL,325212,Fabricación de hules sintéticos,101 a 250 personas,León,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CORESBA,CORRUGADOS ESPECIALIZADOS DEL BAJIO,322210,Fabricación de envases de cartón,101 a 250 personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,WWW.CORESBA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CORRUGADOS LEON,CORRUGADOS LEON,322210,Fabricación de envases de cartón,101 a 250 personas,León,Guanajuato,CIUDAD INDUSTRIAL,,WWW.CORUGADOSLEON.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DALTILE MEXICO SALAMANCA,DALTILE MEXICO,327122,Fabricación de azulejos y losetas no refractarias,251 y más personas,Salamanca,Guanajuato,CAMINO A LA CAL,,WWW.DALTILE.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DATWYLER SEALING TECHNOLOGIES MEXICO,DATWYLER SEALING TECHNOLOGIES MEXICO,326290,Fabricación de otros productos de hule,251 y más personas,Silao de la Victoria,Guanajuato,LAS COLINAS,,WWW.DATWAYLER.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DELFINGEN MX COAHUILA,DELFINGEN MX COAHUILA,326120,"Fabricación de tubería y conexiones, y tubos para embalaje",251 y más personas,Apaseo el Grande,Guanajuato,AMISTAD DEL BAJIO,,WWW.DELFINGE.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DISTRIBUIDORA DE SUMINISTROS,DISTRIBUIDORA DE SUMINISTROS,326192,Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,Irapuato,Guanajuato,CUARTA BRIGADA,4622139519,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DONG NAM,VICPOLY,326194,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,101 a 250 personas,Purísima del Rincón,Guanajuato,LOMAS DE BUENAVISTA,,WWW.DNCHEMICALS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ECOPAPEL DEL BAJIO,CELULOSA Y PAPEL DEL BAJIO,322122,Fabricación de papel a partir de pulpa,101 a 250 personas,León,Guanajuato,PRO. SUR SAN SEBASTIAN,,WWW.CEYPABASA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EKO EMPAQUES DE CARTON,EKO EMPAQUES DE CARTON,322210,Fabricación de envases de cartón,251 y más personas,Cortazar,Guanajuato,LA FORTALEZA,4424324002,EKOEMPAQUES.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EMPAQUES ESPECIALIZADOS DEL CENTRO,EMPAQUES ESPECIALIZADOS DEL CENTRO,326290,Fabricación de otros productos de hule,101 a 250 personas,León,Guanajuato,SAN NICOLAS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ENVASES MICROONDA BODEGA LEON,ENVASES MICROONDA,322210,Fabricación de envases de cartón,251 y más personas,León,Guanajuato,SANTA ANA DEL CONDE,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
